pi1,pi2
0.001,0.0005
0.002,0.001
0.003,0.0015
0.004,0.002
0.005,0.0025
0.006,0.003
0.007,0.0035000000000000005
0.008,0.004
0.009,0.0045
0.01,0.005
0.02,0.01
0.03,0.015
0.04,0.02
0.05,0.025
0.06,0.03
0.07,0.035
0.08,0.04
0.09,0.045
0.1,0.05
0.11,0.05500000000000001
0.12,0.06
0.13,0.065
0.14,0.07
0.15,0.075
0.16,0.08
0.17,0.085
0.18,0.09
0.19,0.095
0.2,0.1
0.21,0.10500000000000001
0.22,0.11000000000000001
0.23,0.11500000000000002
0.24,0.12
0.25,0.125
0.26,0.13
0.27,0.135
0.28,0.14
0.29,0.145
0.3,0.15
0.31,0.155
0.32,0.16
0.33,0.165
0.34,0.17
0.35,0.175
0.36,0.18
0.37,0.185
0.38,0.19
0.39,0.195
0.4,0.2
0.41,0.205
0.42,0.21000000000000002
0.43,0.215
0.44,0.22000000000000003
0.45,0.225
0.46,0.23000000000000004
0.47,0.23499999999999996
0.48,0.24
0.49,0.24500000000000002
0.5,0.25
0.51,0.255
0.52,0.26
0.53,0.265
0.54,0.27
0.55,0.275
0.56,0.28
0.57,0.285
0.58,0.29
0.59,0.295
0.6,0.3
0.61,0.305
0.62,0.31
0.63,0.315
0.64,0.32
0.65,0.325
0.66,0.33
0.67,0.335
0.68,0.34
0.69,0.345
0.7,0.35
0.71,0.355
0.72,0.36
0.73,0.365
0.74,0.37
0.75,0.375
0.76,0.38
0.77,0.385
0.78,0.39
0.79,0.395
0.8,0.4
0.81,0.4050000000000001
0.82,0.41
0.83,0.4149999999999999
0.84,0.42000000000000004
0.85,0.425
0.86,0.43
0.87,0.43499999999999994
0.88,0.44000000000000006
0.89,0.445
0.9,0.45
0.91,0.45499999999999996
0.92,0.4600000000000001
0.93,0.465
0.94,0.4699999999999999
0.95,0.475
0.96,0.48
0.97,0.485
0.98,0.49000000000000005
0.99,0.495
