iter,f0,f1,f2,k0,k1,k2
      0,    1.0000000000,    0.0000000000,    0.0000000000,    3.9534883721,    1.0000000000,    0.8849557522
      1,    0.7810000000,    0.1102000000,    0.1088000000,    2.7481395349,    0.6274190476,    0.6570855457
      2,    0.5937000000,    0.2029000000,    0.2034000000,    1.7172635659,    0.3140047619,    0.4589557522
      3,    0.4478000000,    0.2721000000,    0.2801000000,    0.9142480620,    0.0800428571,    0.2983156342
      4,    0.3589000000,    0.3119000000,    0.3292000000,    0.4249534884,    0.0545190476,    0.1954808260
      5,    0.2919000000,    0.3368000000,    0.3713000000,    0.0561937985,    0.1387047619,    0.1073067847
      6,    0.2604000000,    0.3457000000,    0.3939000000,    0.1171782946,    0.1687952381,    0.0599734513
      7,    0.2434000000,    0.3484000000,    0.4082000000,    0.2107441860,    0.1779238095,    0.0300235988
      8,    0.2368000000,    0.3455000000,    0.4177000000,    0.2470697674,    0.1681190476,    0.0101268437
      9,    0.2272000000,    0.3460000000,    0.4268000000,    0.2999069767,    0.1698095238,    0.0089321534
     10,    0.2275000000,    0.3426000000,    0.4299000000,    0.2982558140,    0.1583142857,    0.0154247788
     11,    0.2247000000,    0.3390000000,    0.4363000000,    0.3136666667,    0.1461428571,    0.0288289086
     12,    0.2204000000,    0.3318000000,    0.4478000000,    0.3373333333,    0.1218000000,    0.0529144543
     13,    0.2186000000,    0.3274000000,    0.4540000000,    0.3472403101,    0.1069238095,    0.0658997050
     14,    0.2183000000,    0.3222000000,    0.4595000000,    0.3488914729,    0.0893428571,    0.0774188791
     15,    0.2189000000,    0.3200000000,    0.4611000000,    0.3455891473,    0.0819047619,    0.0807699115
     16,    0.2207000000,    0.3188000000,    0.4605000000,    0.3356821705,    0.0778476190,    0.0795132743
     17,    0.2188000000,    0.3142000000,    0.4670000000,    0.3461395349,    0.0622952381,    0.0931268437
     18,    0.2205000000,    0.3130000000,    0.4665000000,    0.3367829457,    0.0582380952,    0.0920796460
     19,    0.2195000000,    0.3136000000,    0.4669000000,    0.3422868217,    0.0602666667,    0.0929174041
     20,    0.2165000000,    0.3162000000,    0.4673000000,    0.3587984496,    0.0690571429,    0.0937551622
     21,    0.2212000000,    0.3097000000,    0.4691000000,    0.3329302326,    0.0470809524,    0.0975250737
     22,    0.2172000000,    0.3098000000,    0.4730000000,    0.3549457364,    0.0474190476,    0.1056932153
     23,    0.2173000000,    0.3080000000,    0.4747000000,    0.3543953488,    0.0413333333,    0.1092536873
     24,    0.2099000000,    0.3055000000,    0.4846000000,    0.3951240310,    0.0328809524,    0.1299882006
     25,    0.2113000000,    0.3039000000,    0.4848000000,    0.3874186047,    0.0274714286,    0.1304070796
     26,    0.2064000000,    0.3030000000,    0.4906000000,    0.4143875969,    0.0244285714,    0.1425545723
     27,    0.2125000000,    0.3004000000,    0.4871000000,    0.3808139535,    0.0156380952,    0.1352241888
     28,    0.2133000000,    0.2984000000,    0.4883000000,    0.3764108527,    0.0088761905,    0.1377374631
     29,    0.2108000000,    0.2968000000,    0.4924000000,    0.3901705426,    0.0034666667,    0.1463244838
     30,    0.2157000000,    0.2960000000,    0.4883000000,    0.3632015504,    0.0007619048,    0.1377374631
     31,    0.2160000000,    0.2911000000,    0.4929000000,    0.3615503876,    0.0158047619,    0.1473716814
     32,    0.2125000000,    0.2906000000,    0.4969000000,    0.3808139535,    0.0174952381,    0.1557492625
     33,    0.2127000000,    0.2923000000,    0.4950000000,    0.3797131783,    0.0117476190,    0.1517699115
     34,    0.2133000000,    0.2912000000,    0.4955000000,    0.3764108527,    0.0154666667,    0.1528171091
     35,    0.2107000000,    0.2953000000,    0.4940000000,    0.3907209302,    0.0016047619,    0.1496755162
     36,    0.2173000000,    0.2908000000,    0.4919000000,    0.3543953488,    0.0168190476,    0.1452772861
     37,    0.2170000000,    0.2894000000,    0.4936000000,    0.3560465116,    0.0215523810,    0.1488377581
     38,    0.2220000000,    0.2851000000,    0.4929000000,    0.3285271318,    0.0360904762,    0.1473716814
     39,    0.2181000000,    0.2854000000,    0.4965000000,    0.3499922481,    0.0350761905,    0.1549115044
     40,    0.2059000000,    0.2924000000,    0.5017000000,    0.4171395349,    0.0114095238,    0.1658023599
     41,    0.2132000000,    0.2881000000,    0.4987000000,    0.3769612403,    0.0259476190,    0.1595191740
     42,    0.2168000000,    0.2881000000,    0.4951000000,    0.3571472868,    0.0259476190,    0.1519793510
     43,    0.2166000000,    0.2870000000,    0.4964000000,    0.3582480620,    0.0296666667,    0.1547020649
     44,    0.2166000000,    0.2878000000,    0.4956000000,    0.3582480620,    0.0269619048,    0.1530265487
     45,    0.2142000000,    0.2871000000,    0.4987000000,    0.3714573643,    0.0293285714,    0.1595191740
     46,    0.2141000000,    0.2862000000,    0.4997000000,    0.3720077519,    0.0323714286,    0.1616135693
     47,    0.2179000000,    0.2824000000,    0.4997000000,    0.3510930233,    0.0452190476,    0.1616135693
     48,    0.2127000000,    0.2872000000,    0.5001000000,    0.3797131783,    0.0289904762,    0.1624513274
     49,    0.2109000000,    0.2826000000,    0.5065000000,    0.3896201550,    0.0445428571,    0.1758554572
     50,    0.2117000000,    0.2830000000,    0.5053000000,    0.3852170543,    0.0431904762,    0.1733421829
     51,    0.2151000000,    0.2794000000,    0.5055000000,    0.3665038760,    0.0553619048,    0.1737610619
     52,    0.2122000000,    0.2778000000,    0.5100000000,    0.3824651163,    0.0607714286,    0.1831858407
     53,    0.2167000000,    0.2767000000,    0.5066000000,    0.3576976744,    0.0644904762,    0.1760648968
     54,    0.2193000000,    0.2736000000,    0.5071000000,    0.3433875969,    0.0749714286,    0.1771120944
     55,    0.2165000000,    0.2762000000,    0.5073000000,    0.3587984496,    0.0661809524,    0.1775309735
     56,    0.2135000000,    0.2774000000,    0.5091000000,    0.3753100775,    0.0621238095,    0.1813008850
     57,    0.2112000000,    0.2763000000,    0.5125000000,    0.3879689922,    0.0658428571,    0.1884218289
     58,    0.2122000000,    0.2729000000,    0.5149000000,    0.3824651163,    0.0773380952,    0.1934483776
     59,    0.2116000000,    0.2720000000,    0.5164000000,    0.3857674419,    0.0803809524,    0.1965899705
     60,    0.2124000000,    0.2732000000,    0.5144000000,    0.3813643411,    0.0763238095,    0.1924011799
     61,    0.2151000000,    0.2683000000,    0.5166000000,    0.3665038760,    0.0928904762,    0.1970088496
     62,    0.2195000000,    0.2645000000,    0.5160000000,    0.3422868217,    0.1057380952,    0.1957522124
     63,    0.2240000000,    0.2614000000,    0.5146000000,    0.3175193798,    0.1162190476,    0.1928200590
     64,    0.2229000000,    0.2638000000,    0.5133000000,    0.3235736434,    0.1081047619,    0.1900973451
     65,    0.2144000000,    0.2630000000,    0.5226000000,    0.3703565891,    0.1108095238,    0.2095752212
     66,    0.2155000000,    0.2612000000,    0.5233000000,    0.3643023256,    0.1168952381,    0.2110412979
     67,    0.2072000000,    0.2620000000,    0.5308000000,    0.4099844961,    0.1141904762,    0.2267492625
     68,    0.2067000000,    0.2634000000,    0.5299000000,    0.4127364341,    0.1094571429,    0.2248643068
     69,    0.2078000000,    0.2603000000,    0.5319000000,    0.4066821705,    0.1199380952,    0.2290530973
     70,    0.2129000000,    0.2584000000,    0.5287000000,    0.3786124031,    0.1263619048,    0.2223510324
     71,    0.2098000000,    0.2593000000,    0.5309000000,    0.3956744186,    0.1233190476,    0.2269587021
     72,    0.2121000000,    0.2617000000,    0.5262000000,    0.3830155039,    0.1152047619,    0.2171150442
     73,    0.2128000000,    0.2632000000,    0.5240000000,    0.3791627907,    0.1101333333,    0.2125073746
     74,    0.2132000000,    0.2650000000,    0.5218000000,    0.3769612403,    0.1040476190,    0.2078997050
