iter,f0,f1,f2,k0,k1,k2
      0,    1.0000000000,    0.0000000000,    0.0000000000,    3.9534883721,    1.0000000000,    0.8849557522
      1,    0.7758000000,    0.1102000000,    0.1140000000,    2.7195193798,    0.6274190476,    0.6461946903
      2,    0.5848000000,    0.2016000000,    0.2136000000,    1.6682790698,    0.3184000000,    0.4375929204
      3,    0.4417000000,    0.2666000000,    0.2917000000,    0.8806744186,    0.0986380952,    0.2740206490
      4,    0.3517000000,    0.3063000000,    0.3420000000,    0.3853255814,    0.0355857143,    0.1686725664
      5,    0.2893000000,    0.3333000000,    0.3774000000,    0.0418837209,    0.1268714286,    0.0945309735
      6,    0.2621000000,    0.3398000000,    0.3981000000,    0.1078217054,    0.1488476190,    0.0511769912
      7,    0.2393000000,    0.3437000000,    0.4170000000,    0.2333100775,    0.1620333333,    0.0115929204
      8,    0.2257000000,    0.3453000000,    0.4290000000,    0.3081627907,    0.1674428571,    0.0135398230
      9,    0.2213000000,    0.3369000000,    0.4418000000,    0.3323798450,    0.1390428571,    0.0403480826
     10,    0.2182000000,    0.3337000000,    0.4481000000,    0.3494418605,    0.1282238095,    0.0535427729
     11,    0.2203000000,    0.3291000000,    0.4506000000,    0.3378837209,    0.1126714286,    0.0587787611
     12,    0.2193000000,    0.3265000000,    0.4542000000,    0.3433875969,    0.1038809524,    0.0663185841
     13,    0.2141000000,    0.3252000000,    0.4607000000,    0.3720077519,    0.0994857143,    0.0799321534
     14,    0.2207000000,    0.3203000000,    0.4590000000,    0.3356821705,    0.0829190476,    0.0763716814
     15,    0.2234000000,    0.3177000000,    0.4589000000,    0.3208217054,    0.0741285714,    0.0761622419
     16,    0.2146000000,    0.3169000000,    0.4685000000,    0.3692558140,    0.0714238095,    0.0962684366
     17,    0.2171000000,    0.3128000000,    0.4701000000,    0.3554961240,    0.0575619048,    0.0996194690
     18,    0.2166000000,    0.3091000000,    0.4743000000,    0.3582480620,    0.0450523810,    0.1084159292
     19,    0.2164000000,    0.3076000000,    0.4760000000,    0.3593488372,    0.0399809524,    0.1119764012
     20,    0.2221000000,    0.3021000000,    0.4758000000,    0.3279767442,    0.0213857143,    0.1115575221
     21,    0.2153000000,    0.3061000000,    0.4786000000,    0.3654031008,    0.0349095238,    0.1174218289
     22,    0.2115000000,    0.3064000000,    0.4821000000,    0.3863178295,    0.0359238095,    0.1247522124
     23,    0.2134000000,    0.3029000000,    0.4837000000,    0.3758604651,    0.0240904762,    0.1281032448
     24,    0.2124000000,    0.3039000000,    0.4837000000,    0.3813643411,    0.0274714286,    0.1281032448
     25,    0.2200000000,    0.2971000000,    0.4829000000,    0.3395348837,    0.0044809524,    0.1264277286
     26,    0.2150000000,    0.2950000000,    0.4900000000,    0.3670542636,    0.0026190476,    0.1412979351
