iter,f0,f1,f2
      0,    0.0000000000,    0.5000000000,    0.5000000000
      1,    0.1214300000,    0.4300300000,    0.4485400000
      2,    0.2173200000,    0.3731400000,    0.4095400000
      3,    0.2931200000,    0.3285400000,    0.3783400000
      4,    0.3547000000,    0.2928600000,    0.3524400000
      5,    0.4079100000,    0.2615100000,    0.3305800000
      6,    0.4523900000,    0.2359700000,    0.3116400000
      7,    0.4925500000,    0.2131100000,    0.2943400000
      8,    0.5273900000,    0.1932800000,    0.2793300000
      9,    0.5561800000,    0.1765400000,    0.2672800000
     10,    0.5834100000,    0.1606400000,    0.2559500000
     11,    0.6078400000,    0.1472000000,    0.2449600000
     12,    0.6281700000,    0.1352700000,    0.2365600000
     13,    0.6467200000,    0.1242800000,    0.2290000000
     14,    0.6631200000,    0.1142800000,    0.2226000000
     15,    0.6794500000,    0.1062600000,    0.2142900000
     16,    0.6936700000,    0.0978700000,    0.2084600000
     17,    0.7074800000,    0.0900700000,    0.2024500000
     18,    0.7201000000,    0.0834400000,    0.1964600000
     19,    0.7318400000,    0.0769000000,    0.1912600000
     20,    0.7432300000,    0.0713300000,    0.1854400000
     21,    0.7517300000,    0.0667700000,    0.1815000000
     22,    0.7607200000,    0.0625400000,    0.1767400000
     23,    0.7677600000,    0.0589100000,    0.1733300000
     24,    0.7749300000,    0.0548200000,    0.1702500000
     25,    0.7820500000,    0.0514600000,    0.1664900000
     26,    0.7888000000,    0.0479500000,    0.1632500000
     27,    0.7953800000,    0.0447200000,    0.1599000000
     28,    0.8006600000,    0.0418300000,    0.1575100000
     29,    0.8054500000,    0.0390500000,    0.1555000000
     30,    0.8105200000,    0.0367500000,    0.1527300000
     31,    0.8160400000,    0.0344700000,    0.1494900000
     32,    0.8204900000,    0.0326900000,    0.1468200000
     33,    0.8233300000,    0.0306700000,    0.1460000000
     34,    0.8273500000,    0.0285200000,    0.1441300000
     35,    0.8310800000,    0.0270100000,    0.1419100000
     36,    0.8336800000,    0.0258200000,    0.1405000000
     37,    0.8374600000,    0.0243400000,    0.1382000000
     38,    0.8414000000,    0.0230300000,    0.1355700000
     39,    0.8437000000,    0.0220500000,    0.1342500000
     40,    0.8467600000,    0.0208500000,    0.1323900000
     41,    0.8487600000,    0.0198300000,    0.1314100000
     42,    0.8527000000,    0.0189300000,    0.1283700000
     43,    0.8554200000,    0.0178600000,    0.1267200000
     44,    0.8580700000,    0.0167400000,    0.1251900000
     45,    0.8598500000,    0.0160100000,    0.1241400000
     46,    0.8619700000,    0.0152500000,    0.1227800000
     47,    0.8635500000,    0.0142300000,    0.1222200000
     48,    0.8653600000,    0.0135400000,    0.1211000000
     49,    0.8680500000,    0.0126900000,    0.1192600000
     50,    0.8700800000,    0.0119200000,    0.1180000000
     51,    0.8709900000,    0.0113000000,    0.1177100000
     52,    0.8732500000,    0.0104900000,    0.1162600000
     53,    0.8739900000,    0.0098400000,    0.1161700000
     54,    0.8748100000,    0.0092400000,    0.1159500000
     55,    0.8761300000,    0.0086500000,    0.1152200000
     56,    0.8773300000,    0.0083800000,    0.1142900000
     57,    0.8791200000,    0.0080500000,    0.1128300000
     58,    0.8804000000,    0.0078000000,    0.1118000000
     59,    0.8816800000,    0.0075600000,    0.1107600000
     60,    0.8833100000,    0.0072200000,    0.1094700000
     61,    0.8846800000,    0.0068200000,    0.1085000000
     62,    0.8862900000,    0.0063400000,    0.1073700000
     63,    0.8874500000,    0.0061200000,    0.1064300000
     64,    0.8887600000,    0.0058300000,    0.1054100000
     65,    0.8903900000,    0.0054900000,    0.1041200000
     66,    0.8915300000,    0.0050400000,    0.1034300000
     67,    0.8924100000,    0.0047300000,    0.1028600000
     68,    0.8943500000,    0.0045300000,    0.1011200000
