iter,f0,f1,f2,k0,k1,k2
      0,    1.0000000000,    0.0000000000,    0.0000000000,    3.9534883721,    1.0000000000,    0.8849557522
      1,    0.7727000000,    0.1171000000,    0.1102000000,    2.7024573643,    0.6040904762,    0.6541533923
      2,    0.5855000000,    0.2104000000,    0.2041000000,    1.6721317829,    0.2886476190,    0.4574896755
      3,    0.4446000000,    0.2775000000,    0.2779000000,    0.8966356589,    0.0617857143,    0.3029233038
      4,    0.3501000000,    0.3207000000,    0.3292000000,    0.3765193798,    0.0842714286,    0.1954808260
      5,    0.2955000000,    0.3424000000,    0.3621000000,    0.0760077519,    0.1576380952,    0.1265752212
      6,    0.2623000000,    0.3528000000,    0.3849000000,    0.1067209302,    0.1928000000,    0.0788230088
      7,    0.2445000000,    0.3598000000,    0.3957000000,    0.2046899225,    0.2164666667,    0.0562035398
      8,    0.2270000000,    0.3636000000,    0.4094000000,    0.3010077519,    0.2293142857,    0.0275103245
      9,    0.2321000000,    0.3535000000,    0.4144000000,    0.2729379845,    0.1951666667,    0.0170383481
     10,    0.2296000000,    0.3463000000,    0.4241000000,    0.2866976744,    0.1708238095,    0.0032772861
     11,    0.2274000000,    0.3441000000,    0.4285000000,    0.2988062015,    0.1633857143,    0.0124926254
     12,    0.2271000000,    0.3382000000,    0.4347000000,    0.3004573643,    0.1434380952,    0.0254778761
     13,    0.2244000000,    0.3345000000,    0.4411000000,    0.3153178295,    0.1309285714,    0.0388820059
     14,    0.2200000000,    0.3343000000,    0.4457000000,    0.3395348837,    0.1302523810,    0.0485162242
     15,    0.2189000000,    0.3274000000,    0.4537000000,    0.3455891473,    0.1069238095,    0.0652713864
     16,    0.2152000000,    0.3217000000,    0.4631000000,    0.3659534884,    0.0876523810,    0.0849587021
     17,    0.2164000000,    0.3204000000,    0.4632000000,    0.3593488372,    0.0832571429,    0.0851681416
     18,    0.2265000000,    0.3109000000,    0.4626000000,    0.3037596899,    0.0511380952,    0.0839115044
     19,    0.2267000000,    0.3068000000,    0.4665000000,    0.3026589147,    0.0372761905,    0.0920796460
     20,    0.2235000000,    0.3056000000,    0.4709000000,    0.3202713178,    0.0332190476,    0.1012949853
     21,    0.2207000000,    0.3026000000,    0.4767000000,    0.3356821705,    0.0230761905,    0.1134424779
     22,    0.2216000000,    0.2965000000,    0.4819000000,    0.3307286822,    0.0024523810,    0.1243333333
     23,    0.2214000000,    0.2967000000,    0.4819000000,    0.3318294574,    0.0031285714,    0.1243333333
     24,    0.2157000000,    0.2949000000,    0.4894000000,    0.3632015504,    0.0029571429,    0.1400412979
     25,    0.2163000000,    0.2889000000,    0.4948000000,    0.3598992248,    0.0232428571,    0.1513510324
     26,    0.2151000000,    0.2884000000,    0.4965000000,    0.3665038760,    0.0249333333,    0.1549115044
     27,    0.2134000000,    0.2906000000,    0.4960000000,    0.3758604651,    0.0174952381,    0.1538643068
     28,    0.2140000000,    0.2891000000,    0.4969000000,    0.3725581395,    0.0225666667,    0.1557492625
     29,    0.2166000000,    0.2888000000,    0.4946000000,    0.3582480620,    0.0235809524,    0.1509321534
     30,    0.2182000000,    0.2868000000,    0.4950000000,    0.3494418605,    0.0303428571,    0.1517699115
     31,    0.2133000000,    0.2871000000,    0.4996000000,    0.3764108527,    0.0293285714,    0.1614041298
